"County","Agency","Year","Months Reported","Index Total","Violent Total","Murder","Rape","Robbery","Aggravated Assault","Property Total","Burglary","Larceny","Motor Vehicle Theft","Region"
"Montgomery","Montgomery County State Police","2024","11","82","8","0","5","0","3","74","7","65","2","Non-New York City"
"Montgomery","St Johnsville Vg PD","2024","12","8","0","0","0","0","0","8","0","6","2","Non-New York City"
"Nassau","Brookville Vg PD","2024","12","15","1","0","0","1","0","14","1","11","2","Non-New York City"
"Nassau","Centre Island Vg PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Nassau","County Total","2024",,"16,260","2,294","15","160","542","1,577","13,966","1,030","12,385","551","Non-New York City"
"Nassau","Floral Park Vg PD","2024","12","88","20","0","1","2","17","68","7","52","9","Non-New York City"
"Nassau","Freeport Vg PD","2024","12","479","74","1","1","21","51","405","14","341","50","Non-New York City"
"Nassau","Garden City Vg PD","2024","12","186","6","0","0","3","3","180","10","165","5","Non-New York City"
"Nassau","Glen Cove City PD","2024","12","161","31","0","3","3","25","130","10","113","7","Non-New York City"
"Nassau","Great Neck Estates Vg PD","2024","12","10","0","0","0","0","0","10","4","5","1","Non-New York City"
"Nassau","Hempstead Vg PD","2024","12","980","327","3","4","105","215","653","97","425","131","Non-New York City"
"Nassau","Kensington Vg PD","2024","12","2","1","0","0","0","1","1","0","1","0","Non-New York City"
"Nassau","Kings Point Vg PD","2024","12","12","0","0","0","0","0","12","3","6","3","Non-New York City"
"Nassau","Long Beach City PD","2024","12","63","27","1","1","2","23","36","5","30","1","Non-New York City"
"Nassau","Lynbrook Vg PD","2024","12","109","15","0","0","2","13","94","7","76","11","Non-New York City"
"Nassau","Malverne Vg PD","2024","12","16","0","0","0","0","0","16","3","8","5","Non-New York City"
"Nassau","Muttontown Village PD","2024","3","7","0","0","0","0","0","7","1","6","0","Non-New York City"
"Nassau","Nassau County MTA","2024","12","35","2","0","0","1","1","33","1","32","0","Non-New York City"
"Nassau","Nassau County Park PD","2024","12","32","1","0","0","0","1","31","1","29","1","Non-New York City"
"Nassau","Nassau County PD","2024","12","13,631","1,744","10","140","396","1,198","11,887","832","10,767","288","Non-New York City"
"Nassau","Nassau County State Police","2024","11","57","10","0","4","1","5","47","1","41","5","Non-New York City"
"Nassau","Old Brookville Vg PD","2024","12","8","0","0","0","0","0","8","2","5","1","Non-New York City"
"Nassau","Old Westbury Vg PD","2024","12","22","1","0","0","1","0","21","7","8","6","Non-New York City"
"Nassau","Oyster Bay Cove Vg PD","2024","12","9","0","0","0","0","0","9","1","8","0","Non-New York City"
"Nassau","Port Washington Police District","2024","12","187","25","0","5","3","17","162","9","150","3","Non-New York City"
"Nassau","Rockville Centre Vg PD","2024","12","126","6","0","0","1","5","120","9","91","20","Non-New York City"
"Nassau","Sands Point Vg PD","2024","12","8","1","0","0","0","1","7","2","4","1","Non-New York City"
"Nassau","SUNY Police - Old Westbury","2024","12","17","2","0","1","0","1","15","3","11","1","Non-New York City"
"New York","County Total","2024","12","69,546","11,277","68","493","3,718","6,998","58,269","3,343","53,191","1,735","New York City"
"Niagara","County Total","2024",,"3,265","407","4","37","73","293","2,858","329","2,257","272","Non-New York City"
"Niagara","Lewiston Town PD","2024","12","114","10","0","2","2","6","104","12","75","17","Non-New York City"
"Niagara","Middleport Vg PD","2024","12","5","0","0","0","0","0","5","0","5","0","Non-New York City"
"Niagara","Niagara County Park PD","2024","12","10","0","0","0","0","0","10","0","10","0","Non-New York City"
"Niagara","Niagara County Sheriff","2024","12","571","41","1","5","6","29","530","49","433","48","Non-New York City"
"Niagara","Niagara County State Police","2024","11","270","26","0","12","3","11","244","25","201","18","Non-New York City"
"Niagara","Niagara Falls City PD","2024","12","1,618","268","3","11","54","200","1,350","173","1,035","142","Non-New York City"
"Niagara","Niagara Town PD","2024","12","290","13","0","0","2","11","277","28","241","8","Non-New York City"
"Niagara","North Tonawanda City PD","2024","12","384","48","0","7","6","35","336","42","255","39","Non-New York City"
"Niagara","Somerset Town PD","2024","12","2","1","0","0","0","1","1","0","1","0","Non-New York City"
"Niagara","Youngstown Vg PD","2024","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Oneida","Boonville Vg PD","2024","12","14","0","0","0","0","0","14","0","14","0","Non-New York City"
"Oneida","Camden Vg PD","2024","12","17","2","0","1","0","1","15","2","11","2","Non-New York City"
"Oneida","County Total","2024",,"4,634","569","7","117","75","370","4,065","443","3,441","181","Non-New York City"
"Oneida","New Hartford Town and Vg PD","2024","12","753","21","0","3","5","13","732","13","712","7","Non-New York City"
"Oneida","New York Mills Vg PD","2024","12","49","3","0","0","0","3","46","5","36","5","Non-New York City"
"Oneida","Oneida County Park PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Oneida","Oneida County Sheriff","2024","12","260","63","1","50","0","12","197","39","143","15","Non-New York City"
"Oneida","Oneida County State Police","2024","11","328","55","0","22","2","31","273","67","176","30","Non-New York City"
"Oneida","Oriskany Vg PD","2024","12","8","0","0","0","0","0","8","2","6","0","Non-New York City"
"Oneida","Rome City PD","2024","12","759","80","0","11","6","63","679","95","564","20","Non-New York City"
"Oneida","Sherrill City PD","2024","12","5","0","0","0","0","0","5","2","2","1","Non-New York City"
"Oneida","SUNY Police - Polytechnic Institute","2024","12","14","0","0","0","0","0","14","1","13","0","Non-New York City"
"Oneida","Utica City PD","2024","12","2,232","340","6","29","62","243","1,892","201","1,597","94","Non-New York City"
"Oneida","Vernon Vg PD","2024","12","4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Oneida","Whitesboro Vg PD","2024","12","38","0","0","0","0","0","38","0","38","0","Non-New York City"
"Oneida","Whitestown Town PD","2024","12","36","0","0","0","0","0","36","7","27","2","Non-New York City"
"Oneida","Yorkville Vg PD","2024","12","117","5","0","1","0","4","112","9","98","5","Non-New York City"
"Onondaga","Baldwinsville Vg PD","2024","12","52","9","0","4","1","4","43","2","38","3","Non-New York City"
"Onondaga","Camillus Town and Vg PD","2024","12","233","17","0","4","3","10","216","17","181","18","Non-New York City"
"Onondaga","Cicero Town PD","2024","12","296","13","0","2","1","10","283","20","236","27","Non-New York City"
"Onondaga","County Total","2024",,"11,707","1,535","24","164","249","1,098","10,172","1,502","6,984","1,686","Non-New York City"
"Onondaga","DeWitt Town PD","2024","12","942","53","0","3","8","42","889","81","746","62","Non-New York City"
"Onondaga","Geddes Town PD","2024","12","205","10","0","1","2","7","195","29","147","19","Non-New York City"
"Onondaga","Jordan Vg PD","2024","12","2","1","0","1","0","0","1","0","1","0","Non-New York City"
"Onondaga","Liverpool Vg PD","2024","12","25","2","0","0","0","2","23","1","16","6","Non-New York City"
"Onondaga","Manlius Town PD","2024","12","326","12","0","0","2","10","314","21","280","13","Non-New York City"
"Onondaga","Marcellus Vg PD","2024","12","9","0","0","0","0","0","9","1","8","0","Non-New York City"
"Onondaga","North Syracuse Vg PD","2024","12","100","10","0","1","1","8","90","10","74","6","Non-New York City"
"Onondaga","Onondaga County Park PD","2024","12","4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Onondaga","Onondaga County Park Rangers","2024","12","16","1","0","0","0","1","15","6","9","0","Non-New York City"
"Onondaga","Onondaga County Sheriff","2024","12","1,397","209","3","34","26","146","1,188","189","838","161","Non-New York City"
"Onondaga","Onondaga County State Police","2024","11","541","60","0","27","6","27","481","62","387","32","Non-New York City"
"Onondaga","Skaneateles Vg PD","2024","12","20","0","0","0","0","0","20","0","19","1","Non-New York City"
"Onondaga","Solvay Vg PD","2024","12","84","16","0","1","2","13","68","7","35","26","Non-New York City"
"Onondaga","SUNY Police - Environmental Science","2024","12","20","0","0","0","0","0","20","1","18","1","Non-New York City"
"Onondaga","SUNY Police - Upstate Medical","2024","12","122","10","0","1","2","7","112","8","101","3","Non-New York City"
"Onondaga","Syracuse City PD","2024","12","7,259","1,111","21","85","195","810","6,148","1,047","3,831","1,270","Non-New York City"
"Onondaga","Syracuse Regional Airport Authority Police","2024","12","54","1","0","0","0","1","53","0","15","38","Non-New York City"
"Ontario","Canandaigua City PD","2024","12","187","26","0","9","1","16","161","16","138","7","Non-New York City"
"Ontario","Clifton Springs Vg PD","2024","5","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Ontario","County Total","2024",,"1,362","160","0","42","15","103","1,202","122","1,031","49","Non-New York City"
"Ontario","Geneva City PD","2024","12","382","37","0","7","8","22","345","42","295","8","Non-New York City"
"Ontario","Ontario County Park PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Ontario","Ontario County Sheriff","2024","12","573","67","0","15","4","48","506","51","432","23","Non-New York City"
"Ontario","Ontario County State Police","2024","11","214","30","0","11","2","17","184","13","160","11","Non-New York City"
"Ontario","Phelps Vg PD","2024","12","6","0","0","0","0","0","6","0","6","0","Non-New York City"
"Orange","Blooming Grove Town PD","2024","12","87","13","0","3","0","10","74","5","59","10","Non-New York City"
"Orange","Chester Town PD","2024","12","4","1","0","0","0","1","3","0","3","0","Non-New York City"
"Orange","Chester Vg PD","2024","12","28","3","0","0","1","2","25","1","23","1","Non-New York City"
"Orange","Cornwall-on-Hudson Vg PD","2024","12","6","0","0","0","0","0","6","1","5","0","Non-New York City"
"Orange","Cornwall Town PD","2024","12","14","0","0","0","0","0","14","1","13","0","Non-New York City"
"Orange","County Total","2024",,"4,535","660","5","100","105","450","3,875","300","3,430","145","Non-New York City"
"Orange","Crawford Town PD","2024","12","45","7","0","1","0","6","38","3","34","1","Non-New York City"
"Orange","Deerpark Town PD","2024","12","37","7","0","0","0","7","30","2","25","3","Non-New York City"
"Orange","Florida Vg PD","2024","12","2","0","0","0","0","0","2","1","1","0","Non-New York City"
"Orange","Goshen Town PD","2024","12","30","4","0","0","0","4","26","0","26","0","Non-New York City"
"Orange","Goshen Vg PD","2024","12","18","5","0","1","0","4","13","1","12","0","Non-New York City"
"Orange","Greenwood Lake Vg PD","2024","12","3","2","0","1","0","1","1","0","1","0","Non-New York City"
"Orange","Harriman Vg PD","2024","12","4","0","0","0","0","0","4","0","3","1","Non-New York City"
"Orange","Highland Falls Vg PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Orange","Highlands Town PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Orange","Middletown City PD","2024","12","491","108","2","8","19","79","383","32","333","18","Non-New York City"
"Orange","Monroe Vg PD","2024","12","91","8","0","0","3","5","83","5","77","1","Non-New York City"
"Orange","Montgomery Town PD","2024","12","46","3","0","0","0","3","43","0","41","2","Non-New York City"
"Orange","Montgomery Vg PD","2024","12","41","0","0","0","0","0","41","0","37","4","Non-New York City"
"Orange","Mount Hope Town PD","2024","12","24","2","0","0","0","2","22","1","20","1","Non-New York City"
"Orange","Newburgh City PD","2024","12","814","276","3","25","56","192","538","108","378","52","Non-New York City"
"Orange","Newburgh Town PD","2024","12","784","35","0","1","8","26","749","62","670","17","Non-New York City"
"Orange","New Windsor Town PD","2024","12","261","27","0","7","1","19","234","13","217","4","Non-New York City"
"Orange","Orange County MTA","2024","12","2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Orange","Orange County Park PD","2024","12","1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Orange","Orange County Sheriff","2024","12","17","3","0","0","0","3","14","0","14","0","Non-New York City"
"Orange","Orange County State Police","2024","11","434","80","0","46","4","30","354","16","319","19","Non-New York City"
"Orange","Port Jervis City PD","2024","12","175","39","0","5","5","29","136","12","120","4","Non-New York City"
"Orange","Tuxedo Park Vg PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Orange","Walden Vg PD","2024","8","29","2","0","0","0","2","27","3","23","1","Non-New York City"
"Orange","Wallkill Town PD","2024","12","365","16","0","0","6","10","349","17","328","4","Non-New York City"
"Orange","Warwick Town PD","2024","12","63","8","0","0","1","7","55","3","51","1","Non-New York City"
"Orange","Washingtonville Vg PD","2024","12","41","5","0","2","0","3","36","2","34","0","Non-New York City"
"Orange","Woodbury Town PD","2024","12","578","6","0","0","1","5","572","11","560","1","Non-New York City"
"Orleans","Albion Vg PD","2024","12","158","26","0","4","5","17","132","13","118","1","Non-New York City"
"Orleans","County Total","2024",,"422","67","0","9","9","49","355","48","290","17","Non-New York City"
"Orleans","Holley Vg PD","2024","12","12","0","0","0","0","0","12","2","10","0","Non-New York City"
"Orleans","Medina Vg PD","2024","12","72","19","0","1","2","16","53","11","37","5","Non-New York City"
"Orleans","Orleans County Park PD","2024","12","0","0","0","0","0","0","0","0","0","0","Non-New York City"
"Orleans","Orleans County Sheriff","2024","12","127","14","0","0","1","13","113","17","90","6","Non-New York City"
"Orleans","Orleans County State Police","2024","11","53","8","0","4","1","3","45","5","35","5","Non-New York City"
"Oswego","Central Square Vg PD","2024","12","53","0","0","0","0","0","53","0","52","1","Non-New York City"
"Oswego","County Total","2024",,"1,479","192","2","54","16","120","1,287","152","1,067","68","Non-New York City"
